unit,region,depth_um,fr_pre,fr_stim,pct_change,log2_ratio,mod_index,p_raw,z_pct,z_log2,p_fdr,responder_z2sd,responder_wilcoxon,condition
45,CTX,738.1071166992188,0.275,0.30833333333333335,12.121212121212118,0.1650592462704962,0.05714285714285713,0.11909080791901563,-0.05792367658322431,0.060934538043976694,0.398860770342065,False,False,phase_reversing_2
56,CTX,801.6923828125,0.875,1.0333333333333334,18.095238095238106,0.2399507927207526,0.08296943231441054,0.12535624210750615,0.13639437912287988,0.27243315297440845,0.398860770342065,False,False,phase_reversing_2
55,CTX,805.0826416015625,0.7333333333333333,0.65,-11.363636363636353,-0.17402939977504875,-0.06024096385542164,0.9225426109185644,-0.8218189318046824,-0.8966739288195443,0.9882471130288134,False,False,phase_reversing_2
58,CTX,842.6435546875,0.15833333333333333,0.275,73.68421052631581,0.7964666059148682,0.2692307692307693,0.1807665062840892,1.9445453795490888,1.844070130127995,0.451916265710223,False,False,phase_reversing_2
65,CTX,872.6962890625,38.358333333333334,38.6375,0.7277862263741087,0.01046171235549322,0.003625737323448263,0.9765060911474139,-0.42851938161402925,-0.3756589874536082,0.9882471130288134,False,False,phase_reversing_2
64,CTX,879.1714477539062,4.275,4.995833333333334,16.8615984405458,0.22480092780716945,0.07775280898876402,0.04128212456228434,0.09626759357089,0.22964894571098626,0.26353803893390654,False,False,phase_reversing_2
67,CTX,927.9193115234375,0.2916666666666667,0.49166666666666664,68.57142857142856,0.7533600324168747,0.25531914893617014,0.003683597113377565,1.7782411396541613,1.722334353243242,0.12892589896821477,False,False,phase_reversing_2
66,CTX,939.7611694335938,0.21666666666666667,0.29583333333333334,36.53846153846153,0.44930740136358993,0.15447154471544716,0.24753322732342942,0.7362999262400788,0.8636698793237942,0.5246207470972487,False,False,phase_reversing_2
72,CTX,956.0975341796875,2.5166666666666666,2.120833333333333,-15.72847682119206,-0.24688289324938376,-0.08535489667565144,0.07089752225328957,-0.9637947643282183,-1.102416949133586,0.3101766598581419,False,False,phase_reversing_2
77,CTX,1062.6483154296875,3.408333333333333,3.7916666666666665,11.246943765281173,0.15376570214430973,0.05324074074074074,0.17291299776336644,-0.0863611369873987,0.029040832364782863,0.451916265710223,False,False,phase_reversing_2
79,HPC,1104.9130859375,0.35,0.5416666666666666,54.76190476190476,0.6300503902496942,0.21495327102803738,0.27125130154751187,1.3290566485654147,1.3740998760282703,0.5274330863423842,False,False,phase_reversing_2
85,HPC,1198.19384765625,14.858333333333333,15.516666666666667,4.430734716769501,0.06254636993379882,0.021673525377229136,0.22863792312694053,-0.3080730102453807,-0.22856851517641655,0.5246207470972487,False,False,phase_reversing_2
87,HPC,1216.047607421875,0.23333333333333334,0.5166666666666667,121.42857142857146,1.1468413883292712,0.3777777777777778,0.06786432646355152,3.4975335020972977,2.833551382680551,0.3101766598581419,True,False,phase_reversing_2
86,HPC,1216.7545166015625,9.841666666666667,10.504166666666666,6.7315834038950015,0.09398715346138237,0.03256194962113453,0.49818532300147356,-0.23323295342271771,-0.13977769052936204,0.7581081002196336,False,False,phase_reversing_2
90,HPC,1262.096923828125,16.7,16.779166666666665,0.4740518962075792,0.006822963750545489,0.0023646546359676135,0.9882471130288135,-0.4367726369427173,-0.3859350509948739,0.9882471130288134,False,False,phase_reversing_2
