unit,condition,vs_f0,ppc_f0,p_f0,n_spikes,vs_2f0,ppc_2f0,p_2f0,q_f0,q_2f0,reliable,locked_at_2f0_only,label,region,depth_um,fr_hz,cell_type
89,phase_reversing_1,0.01935353487898114,5.9815785647050355e-05,0.30425196691395034,3177,0.019644564021321972,7.116894246929994e-05,0.29347644795661515,0.9570933866315744,0.7899469224115264,True,False,good,HPC,1203.643798828125,11.821192047740103,principal
87,phase_reversing_1,0.074621005790041,-0.002516516108662202,0.5022547421616539,124,0.037050788405879255,-0.0067461597214174196,0.8440053147424308,0.9570933866315744,0.9330399571093128,False,False,good,HPC,1216.047607421875,0.39720471271522967,principal
86,phase_reversing_1,0.015438453715543173,-0.00015980693625848444,0.5495578172821801,2512,0.020792261902027414,3.4242614642087445e-05,0.3376030718690772,0.9570933866315744,0.7899469224115264,True,False,good,HPC,1216.7545166015625,8.941062258330867,unclassified
90,phase_reversing_1,0.019161873175563306,0.00011943690711151424,0.22721004947527482,4036,0.015046727248406205,-2.137136367194932e-05,0.4010356044996335,0.9570933866315744,0.7899469224115264,True,False,good,HPC,1262.096923828125,18.133344628787402,principal
98,phase_reversing_1,0.014215912207257642,-0.00019639245862495546,0.6021938289409022,2510,0.009831092370495577,-0.00030187626673375327,0.7846245234966768,0.9570933866315744,0.9330399571093128,True,False,good,HPC,1341.424072265625,10.66241455417147,principal
101,phase_reversing_1,0.04045988629754026,-0.00046924865058081087,0.45974836160869514,475,0.032956325933660095,-0.001021293831125153,0.5971995578191369,0.9570933866315744,0.9156648908147278,True,False,good,HPC,1344.91796875,1.4661759614767342,principal
97,phase_reversing_1,0.1773972887624568,-0.025502566759713605,0.573892062890759,18,0.1367760545262558,-0.03901538802047957,0.7195703508841211,0.9570933866315744,0.9156648908147278,False,False,good,HPC,1355.7359619140625,0.11670855602688522,unclassified
103,phase_reversing_1,0.008650866996885406,-0.00021208507193826834,0.7703957077563317,3486,0.01574747453786689,-3.8889934358051535e-05,0.42130502528614744,0.9570933866315744,0.7899469224115264,True,False,good,HPC,1363.6138916015625,15.607296729697023,principal
105,phase_reversing_1,0.092581211075628,-0.03453431584949915,0.8171532457875534,24,0.15589130251148925,-0.018119549705674448,0.562863742323974,0.9570933866315744,0.9156648908147278,False,False,good,HPC,1373.565673828125,0.13609404499406277,principal
109,phase_reversing_1,0.020201858423519493,-0.00041055148864904434,0.6074025733724914,1222,0.01679375116977863,-0.0005367397577832244,0.7085574957528897,0.9570933866315744,0.9156648908147278,True,False,good,HPC,1397.14111328125,4.8515153307040455,principal
108,phase_reversing_1,0.06456398945776219,-0.005052153221458139,0.6358702577077358,109,0.038680309401318856,-0.007749239531883228,0.8501030720329293,0.9570933866315744,0.9330399571093128,False,False,good,HPC,1402.908203125,0.49769275756549697,principal
117,phase_reversing_1,0.12368171423922605,0.009733873592165739,0.06550206272749802,178,0.09318085157105693,0.003082008224363316,0.21341270451060573,0.8257437271096836,0.7899469224115264,False,False,good,HPC,1462.09912109375,1.1967572270553484,principal
128,phase_reversing_1,0.013588810715454761,-0.0004739841075446404,0.7554718452995639,1519,0.03295374438663818,0.00042790312237333904,0.19215330181862725,0.9570933866315744,0.7899469224115264,True,False,good,HPC,1481.024169921875,5.488862733277985,principal
138,phase_reversing_1,0.047255214295963445,0.0012221465195740005,0.11009916361462448,988,0.00716203278089602,-0.000961824542054738,0.9506073417686206,0.8257437271096836,0.9506073417686207,True,False,good,HPC,1647.69873046875,3.940397349246701,principal
137,phase_reversing_1,0.008690852180648662,-0.0002684403539703903,0.8028316185162367,2908,0.0128512702407995,-0.0001787852883039604,0.6186544354731871,0.9570933866315744,0.9156648908147278,True,False,good,HPC,1648.5931396484375,13.067797674996765,principal
136,phase_reversing_1,0.1438040262104955,0.01368445222545137,0.05390185140052572,141,0.09789217546793504,0.0025084700036867315,0.2593363295918035,0.8257437271096836,0.7899469224115264,False,False,good,HPC,1668.7030029296875,0.6183575358305816,interneuron
142,phase_reversing_1,0.007644309275420278,-0.0012624913052336941,0.9566998918981939,758,0.03456940091790521,-0.00012438182601620597,0.404333160267923,0.9921697752355652,0.7899469224115264,True,False,good,HPC,1676.186279296875,2.6099198105402093,interneuron
143,phase_reversing_1,0.027453753726284273,-0.0008684444768013643,0.6282927245743828,617,0.024348461489713008,-0.0010295666315629948,0.6938185072626268,0.9570933866315744,0.9156648908147278,True,False,good,HPC,1676.8529052734375,2.2942132759318894,interneuron
158,phase_reversing_1,0.025057167457904338,-0.08265314988890209,0.9921697752355653,13,0.0657922526528197,-0.07864399444843984,0.9472024749963582,0.9921697752355652,0.9506073417686207,False,False,good,HPC,1960.6185302734375,0.09059748925476853,interneuron
170,phase_reversing_1,0.016578867957513357,-0.00012712149154458146,0.5047164879670086,2488,0.009122832878547631,-0.0003188313283602673,0.8129959202372692,0.9570933866315744,0.9330399571093128,True,False,good,HPC,2025.796142578125,11.272464023301833,principal
174,phase_reversing_1,0.046309279073428807,0.0006326471303132881,0.24238334578822773,661,0.0337834832540324,-0.0003720984959809132,0.47045279483592145,0.9570933866315744,0.8142452218314026,True,False,good,HPC,2044.546142578125,3.1926713462269958,principal
175,phase_reversing_1,0.006670097852196195,-0.0002389438960578426,0.8547165048013714,3529,0.0058368566246987845,-0.00024936816004450773,0.8867314337767989,0.9615560679015429,0.9500693933322845,True,False,good,HPC,2050.2314453125,14.512214414163402,interneuron
